encounter_id,party_size,party_level,monster_count,monster_name,monster_challenge_rating,encounter_description,feasibility_label
encounter_14,1,15,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_874,1,18,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 1 adventurers at level 18.,Possible
encounter_809,4,18,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 4 adventurers at level 18.,Possible
encounter_3199,2,16,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 2 adventurers at level 16.,Possible
encounter_515,4,9,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 4 adventurers at level 9.,Not Possible
encounter_4473,2,2,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 2 adventurers at level 2.,Possible
encounter_410,5,3,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 5 adventurers at level 3.,Not Possible
encounter_3409,3,5,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 3 adventurers at level 5.,Not Possible
encounter_4343,5,16,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_208,5,1,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 5 adventurers at level 1.,Possible
encounter_3692,4,12,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 4 adventurers at level 12.,Possible
encounter_459,4,6,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 4 adventurers at level 6.,Possible
encounter_3472,3,17,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_2431,4,9,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_3658,1,5,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 1 adventurers at level 5.,Not Possible
encounter_111,1,2,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_4590,2,9,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 2 adventurers at level 9.,Possible
encounter_4045,2,12,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 2 adventurers at level 12.,Not Possible
encounter_1884,5,9,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_1714,3,14,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_3959,2,13,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 2 adventurers at level 13.,Possible
encounter_3400,3,2,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 3 adventurers at level 2.,Not Possible
encounter_553,2,13,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 2 adventurers at level 13.,Not Possible
encounter_1440,1,4,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 1 adventurers at level 4.,Not Possible
encounter_2271,1,6,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 1 adventurers at level 6.,Not Possible
encounter_3145,4,1,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 4 adventurers at level 1.,Possible
encounter_2822,4,16,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 4 adventurers at level 16.,Possible
encounter_4782,4,16,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 4 adventurers at level 16.,Possible
encounter_1926,2,12,5,Orc,0.5,A group of 5 Orc(s) confronts a party of 2 adventurers at level 12.,Possible
encounter_635,5,4,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_4806,2,3,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 2 adventurers at level 3.,Possible
encounter_317,5,9,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_4218,1,4,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 1 adventurers at level 4.,Not Possible
encounter_4700,4,4,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 4 adventurers at level 4.,Possible
encounter_1329,5,8,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 5 adventurers at level 8.,Possible
encounter_428,4,8,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 4 adventurers at level 8.,Possible
encounter_4375,2,3,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 2 adventurers at level 3.,Not Possible
encounter_106,4,8,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 4 adventurers at level 8.,Possible
encounter_3042,1,1,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 1 adventurers at level 1.,Not Possible
encounter_143,3,17,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_2170,2,4,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_3459,5,7,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 5 adventurers at level 7.,Possible
encounter_90,4,13,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_2919,5,5,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 5 adventurers at level 5.,Possible
encounter_3238,3,7,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 3 adventurers at level 7.,Possible
encounter_2242,5,3,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_3175,5,5,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 5 adventurers at level 5.,Not Possible
encounter_3413,1,11,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 1 adventurers at level 11.,Not Possible
encounter_2164,4,18,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 4 adventurers at level 18.,Possible
encounter_2637,2,2,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 2 adventurers at level 2.,Not Possible
encounter_1950,1,7,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_1769,5,9,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_4291,5,14,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_2273,2,3,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 2 adventurers at level 3.,Possible
encounter_2,3,17,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_3283,1,7,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 1 adventurers at level 7.,Not Possible
encounter_4958,2,4,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_1952,4,6,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 4 adventurers at level 6.,Possible
encounter_936,2,11,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 2 adventurers at level 11.,Possible
encounter_4297,3,15,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 3 adventurers at level 15.,Possible
encounter_2721,4,15,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 4 adventurers at level 15.,Possible
encounter_4448,1,8,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 1 adventurers at level 8.,Possible
encounter_1110,5,19,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_3961,2,6,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 2 adventurers at level 6.,Possible
encounter_592,4,7,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 4 adventurers at level 7.,Possible
encounter_1696,5,9,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_3451,5,9,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_2937,5,9,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_4205,1,2,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_3412,5,13,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_1577,5,12,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 5 adventurers at level 12.,Possible
encounter_3955,3,11,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_214,1,14,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 1 adventurers at level 14.,Not Possible
encounter_779,4,1,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 4 adventurers at level 1.,Possible
encounter_1416,3,14,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_3760,4,1,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 4 adventurers at level 1.,Not Possible
encounter_2044,1,14,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_2849,5,10,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 5 adventurers at level 10.,Possible
encounter_4538,1,5,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 1 adventurers at level 5.,Possible
encounter_3506,5,9,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_3814,2,15,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 2 adventurers at level 15.,Possible
encounter_1568,1,19,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 1 adventurers at level 19.,Possible
encounter_166,4,14,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 4 adventurers at level 14.,Possible
encounter_4715,3,19,5,Orc,0.5,A group of 5 Orc(s) confronts a party of 3 adventurers at level 19.,Possible
encounter_4273,5,10,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 5 adventurers at level 10.,Possible
encounter_4927,1,7,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_1344,5,6,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_2014,5,6,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 5 adventurers at level 6.,Not Possible
encounter_274,5,1,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 5 adventurers at level 1.,Possible
encounter_72,5,4,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_3888,1,19,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 1 adventurers at level 19.,Possible
encounter_1088,5,15,5,Orc,0.5,A group of 5 Orc(s) confronts a party of 5 adventurers at level 15.,Possible
encounter_395,1,18,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 1 adventurers at level 18.,Not Possible
encounter_584,5,1,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 5 adventurers at level 1.,Not Possible
encounter_1368,5,11,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_4988,5,6,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_4089,4,5,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_2549,4,17,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_1014,5,12,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 5 adventurers at level 12.,Possible
encounter_4898,5,13,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_3004,4,1,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 4 adventurers at level 1.,Possible
encounter_4789,5,4,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 5 adventurers at level 4.,Not Possible
encounter_4408,1,18,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 1 adventurers at level 18.,Possible
encounter_3533,3,4,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 3 adventurers at level 4.,Possible
encounter_1764,3,5,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 3 adventurers at level 5.,Possible
encounter_1876,1,8,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 1 adventurers at level 8.,Not Possible
encounter_1260,3,19,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 3 adventurers at level 19.,Possible
encounter_4531,1,9,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 1 adventurers at level 9.,Not Possible
encounter_2254,1,5,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 1 adventurers at level 5.,Not Possible
encounter_2782,2,19,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_3593,4,15,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 4 adventurers at level 15.,Not Possible
encounter_527,3,14,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_4264,5,15,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 5 adventurers at level 15.,Possible
encounter_2947,2,5,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 2 adventurers at level 5.,Not Possible
encounter_378,5,14,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_1560,1,8,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 1 adventurers at level 8.,Possible
encounter_3821,2,7,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 2 adventurers at level 7.,Possible
encounter_1964,1,11,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 1 adventurers at level 11.,Possible
encounter_4733,2,15,5,Orc,0.5,A group of 5 Orc(s) confronts a party of 2 adventurers at level 15.,Possible
encounter_349,1,12,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 1 adventurers at level 12.,Possible
encounter_2435,4,18,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 4 adventurers at level 18.,Possible
encounter_2247,2,7,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 2 adventurers at level 7.,Possible
encounter_4167,2,18,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 2 adventurers at level 18.,Possible
encounter_1710,2,6,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 2 adventurers at level 6.,Possible
encounter_1051,3,19,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 3 adventurers at level 19.,Possible
encounter_591,2,3,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 2 adventurers at level 3.,Possible
encounter_520,5,4,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_4753,1,9,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 1 adventurers at level 9.,Not Possible
encounter_4309,4,11,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_2478,5,2,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 5 adventurers at level 2.,Possible
encounter_1084,2,11,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 2 adventurers at level 11.,Possible
encounter_3589,1,11,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 1 adventurers at level 11.,Possible
encounter_4779,1,9,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 1 adventurers at level 9.,Not Possible
encounter_4510,2,17,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_1295,2,18,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 2 adventurers at level 18.,Possible
encounter_1810,4,3,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 4 adventurers at level 3.,Not Possible
encounter_792,4,14,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 4 adventurers at level 14.,Possible
encounter_793,4,11,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_4115,2,11,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 2 adventurers at level 11.,Possible
encounter_1856,4,11,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_4758,3,11,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 3 adventurers at level 11.,Not Possible
encounter_1981,4,9,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_3234,5,8,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 5 adventurers at level 8.,Not Possible
encounter_3909,1,2,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_4985,2,19,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_3329,3,13,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 3 adventurers at level 13.,Possible
encounter_1531,5,10,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 5 adventurers at level 10.,Possible
encounter_1411,2,19,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_4295,4,14,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 4 adventurers at level 14.,Possible
encounter_4649,2,10,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 2 adventurers at level 10.,Possible
encounter_84,2,3,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 2 adventurers at level 3.,Possible
encounter_869,5,14,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_2351,1,14,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_21,4,13,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_3425,5,19,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_2796,2,14,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 2 adventurers at level 14.,Not Possible
encounter_4573,1,8,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 1 adventurers at level 8.,Not Possible
encounter_1563,1,12,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 1 adventurers at level 12.,Not Possible
encounter_3094,2,11,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 2 adventurers at level 11.,Not Possible
encounter_3156,5,7,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 5 adventurers at level 7.,Possible
encounter_974,1,10,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 1 adventurers at level 10.,Possible
encounter_1711,1,3,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 1 adventurers at level 3.,Not Possible
encounter_3202,5,14,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 5 adventurers at level 14.,Not Possible
encounter_4372,4,16,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 4 adventurers at level 16.,Possible
encounter_4820,4,18,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 4 adventurers at level 18.,Possible
encounter_1099,4,9,5,Orc,0.5,A group of 5 Orc(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_4162,4,9,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_2845,2,11,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 2 adventurers at level 11.,Possible
encounter_887,4,17,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_4932,5,17,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_3679,2,17,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_4581,4,17,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_3567,4,12,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 4 adventurers at level 12.,Possible
encounter_4402,4,16,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 4 adventurers at level 16.,Possible
encounter_516,4,8,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 4 adventurers at level 8.,Possible
encounter_4621,4,9,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_738,5,9,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_1454,2,8,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_3972,5,17,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_4701,2,16,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 2 adventurers at level 16.,Not Possible
encounter_2507,4,13,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 4 adventurers at level 13.,Not Possible
encounter_2995,3,19,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 3 adventurers at level 19.,Possible
encounter_2127,2,9,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 2 adventurers at level 9.,Possible
encounter_2927,3,12,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 3 adventurers at level 12.,Possible
encounter_4746,5,9,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_907,1,19,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 19.,Possible
encounter_3648,4,4,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 4 adventurers at level 4.,Possible
encounter_1031,4,15,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 4 adventurers at level 15.,Possible
encounter_2508,3,14,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_2429,4,7,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 4 adventurers at level 7.,Possible
encounter_948,2,17,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_3807,5,9,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_4755,3,2,5,Orc,0.5,A group of 5 Orc(s) confronts a party of 3 adventurers at level 2.,Possible
encounter_716,1,7,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_4056,3,13,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 3 adventurers at level 13.,Possible
encounter_687,1,19,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 1 adventurers at level 19.,Possible
encounter_704,3,7,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 3 adventurers at level 7.,Possible
encounter_3342,1,15,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_2354,1,12,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 1 adventurers at level 12.,Possible
encounter_2258,4,2,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 4 adventurers at level 2.,Possible
encounter_3552,4,10,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 4 adventurers at level 10.,Not Possible
encounter_474,5,10,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 5 adventurers at level 10.,Possible
encounter_22,1,7,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_2753,2,10,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 2 adventurers at level 10.,Possible
encounter_886,3,8,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 3 adventurers at level 8.,Possible
encounter_2449,1,7,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_918,1,2,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_3758,5,4,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_3752,5,3,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_2240,2,6,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 2 adventurers at level 6.,Possible
encounter_3845,2,17,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_3396,1,17,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 1 adventurers at level 17.,Possible
encounter_1266,2,8,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_484,1,14,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_4338,5,3,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 5 adventurers at level 3.,Not Possible
encounter_2964,4,15,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 4 adventurers at level 15.,Possible
encounter_1220,1,8,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 1 adventurers at level 8.,Possible
encounter_278,4,14,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 4 adventurers at level 14.,Possible
encounter_989,3,5,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 3 adventurers at level 5.,Not Possible
encounter_2085,4,1,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 4 adventurers at level 1.,Not Possible
encounter_1246,1,14,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_2383,2,10,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 2 adventurers at level 10.,Possible
encounter_572,3,13,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 3 adventurers at level 13.,Possible
encounter_1436,5,16,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_994,4,6,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 4 adventurers at level 6.,Possible
encounter_3931,5,4,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_3448,1,15,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_586,1,11,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 1 adventurers at level 11.,Possible
encounter_3659,2,2,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 2 adventurers at level 2.,Possible
encounter_2515,4,1,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 4 adventurers at level 1.,Possible
encounter_1350,1,6,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 1 adventurers at level 6.,Possible
encounter_1008,2,5,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 2 adventurers at level 5.,Possible
encounter_675,3,8,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 3 adventurers at level 8.,Possible
encounter_2413,3,2,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 3 adventurers at level 2.,Not Possible
encounter_2904,4,19,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 4 adventurers at level 19.,Possible
encounter_448,5,16,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_3835,3,14,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 3 adventurers at level 14.,Possible
