date,item_id,item_name,restaurant_id,restaurant_name,item_cost,calories,predicted_units_sold,predicted_revenue
2022-08-14,88,Oysters Rockefeller,6,Surfs Up,16.06,204,0.222,3.57
2022-08-14,89,Awesome Soft Drink,6,Surfs Up,3.06,248,0.757,2.32
2022-08-14,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,838,1.067,8.23
2022-08-14,91,Halibut with Bread Dinner,5,Corner Cafe,15.46,468,0.038,0.59
2022-08-14,92,Margarita,4,Fou Cher,3.23,418,0.023,0.08
2022-08-14,93,Lamb with Bread Entree,5,Corner Cafe,12.44,585,0.288,3.59
2022-08-14,94,Fruity Milky Smoothy,6,Surfs Up,5.71,331,0.058,0.33
2022-08-14,95,Blue Ribbon Pork Chop with Rolls Dinner,4,Fou Cher,19.04,958,0.017,0.32
2022-08-14,96,Blue Ribbon Fish with Bread Lunch,5,Corner Cafe,21.93,708,0.017,0.37
2022-08-14,97,Original Fruity Cod with Bread and Vegetables Entree,4,Fou Cher,28.65,744,0.109,3.11
2022-08-14,98,Original Sweet Milky Soft Drink,2,Beachfront Bar,5.0,579,0.015,0.08
2022-08-14,99,Frozen Tomato Soft Drink,4,Fou Cher,5.32,423,0.016,0.09
2022-08-14,100,Awesome Vodka Cocktail,2,Beachfront Bar,2.48,223,0.019,0.05
2022-08-15,1,Chocolate Cake,4,Fou Cher,6.71,554,0.016,0.11
2022-08-15,2,Breaded Fish with Vegetables Meal,4,Fou Cher,15.09,772,0.016,0.24
2022-08-15,3,Sweet Fruity Cake,1,Bob's Diner,29.22,931,2.441,71.32
2022-08-15,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,763,29.555,780.85
2022-08-15,5,Milk Cake,5,Corner Cafe,6.07,583,0.017,0.1
2022-08-15,6,Fruity Frozen Cocktail,4,Fou Cher,5.61,537,0.016,0.09
2022-08-15,7,Fruity Milky Cake,4,Fou Cher,8.1,605,0.016,0.13
2022-08-15,8,Amazing Trout with Vegetables Dinner,6,Surfs Up,24.98,258,0.049,1.23
2022-08-15,9,Orange Juice,1,Bob's Diner,3.91,135,71.816,280.8
2022-08-15,10,Mutton with Roles and Vegetables Plate,5,Corner Cafe,21.13,820,0.017,0.35
2022-08-15,11,Fantastic Sweet Fish Cake,4,Fou Cher,19.48,787,0.075,1.46
2022-08-15,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,478,3.448,16.79
2022-08-15,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,490,33.955,141.93
2022-08-15,14,Amazing Cocktail,6,Surfs Up,3.9,472,0.096,0.37
2022-08-15,15,Original Lamb with Vegetables Meal,5,Corner Cafe,18.78,380,0.017,0.33
2022-08-15,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,284,0.0,0.0
2022-08-15,17,Awesome Vegetable with Bread Meal,4,Fou Cher,6.21,581,0.016,0.1
2022-08-15,18,Mutton Lunch Plate,1,Bob's Diner,18.82,566,1.016,19.12
2022-08-15,19,Strawberry Smoothy,1,Bob's Diner,2.89,145,230.844,667.14
2022-08-15,20,Fruity Milky Soft Drink,5,Corner Cafe,7.95,645,0.017,0.13
2022-08-15,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,269,10.517,244.3
2022-08-15,22,Lamb with Bread Dinner,4,Fou Cher,19.05,557,0.016,0.31
2022-08-15,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,671,0.434,4.71
2022-08-15,24,Amazing Sweet Fruity Vegetable Cake,1,Bob's Diner,7.91,588,0.736,5.82
2022-08-15,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,587,0.913,5.69
2022-08-15,26,Blue Ribbon Lamb with Rolls Lunch,5,Corner Cafe,7.55,611,0.043,0.32
2022-08-15,27,Steak Meal,6,Surfs Up,26.21,607,0.118,3.1
2022-08-15,28,Fish with Dread and Vegetables Dinner,4,Fou Cher,15.23,534,0.017,0.25
2022-08-15,29,Original Crazy Cocktail,2,Beachfront Bar,2.43,228,0.07,0.17
2022-08-15,30,Fantastic Cake,3,Sweet Shack,5.08,525,0.015,0.08
2022-08-15,31,Amazing Frozen Milky Cake,1,Bob's Diner,5.62,623,0.782,4.4
2022-08-15,32,Milky vegi Smoothy,3,Sweet Shack,3.86,150,0.018,0.07
2022-08-15,33,Original Breaded Pork with Vegetables Dinner,6,Surfs Up,20.8,1023,0.038,0.79
2022-08-15,34,Sweet Savory Cake,4,Fou Cher,27.47,721,0.016,0.45
2022-08-15,35,Blue Ribbon Cocktail,6,Surfs Up,4.36,456,0.04,0.18
2022-08-15,36,Fantastic Fish with Vegetables Entree,5,Corner Cafe,21.14,232,0.019,0.41
2022-08-15,37,Awesome Milky Cake,1,Bob's Diner,7.36,636,0.578,4.26
2022-08-15,38,Mutton Dinner,1,Bob's Diner,10.8,542,86.405,933.17
2022-08-15,39,Awesome Fruity Lamb with Vegetables Dinner,5,Corner Cafe,19.03,361,0.017,0.32
2022-08-15,40,Fantastic Fruity Salmon with Bread meal,4,Fou Cher,22.67,815,0.016,0.36
2022-08-15,41,Milky Cake,4,Fou Cher,6.01,624,0.016,0.1
2022-08-15,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,318,0.971,2.83
2022-08-15,43,Anglefood Cake,5,Corner Cafe,7.13,550,0.017,0.12
2022-08-15,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,374,0.867,4.77
2022-08-15,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,227,2.241,52.52
2022-08-15,46,Blue Ribbon Milky Cake,3,Sweet Shack,6.89,612,0.015,0.1
2022-08-15,47,Amazing Vegetable and Bread Dinner,4,Fou Cher,8.01,720,0.016,0.13
2022-08-15,48,Original Breaded Lamb Dinner,4,Fou Cher,11.82,740,0.022,0.27
2022-08-15,49,Awesome Smoothy,3,Sweet Shack,1.39,78,1.641,2.28
2022-08-15,50,Pike Lunch,5,Corner Cafe,26.37,653,0.027,0.71
2022-08-15,51,Amazing Lamb Dinner,4,Fou Cher,17.55,591,0.018,0.32
2022-08-15,52,Original Sweet Milky Soft Drink,3,Sweet Shack,5.68,535,0.015,0.09
2022-08-15,53,Amazing Sweet Breaded Carrot Cake,5,Corner Cafe,7.87,836,0.017,0.13
2022-08-15,54,Original Vegetable with Bread Meal,5,Corner Cafe,6.51,626,0.017,0.11
2022-08-15,55,Frozen Milky Cake,5,Corner Cafe,6.63,607,0.017,0.11
2022-08-15,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,613,19.187,551.62
2022-08-15,57,Carrot Cake,4,Fou Cher,3.93,510,0.016,0.06
2022-08-15,58,Lamb with Vegetables Meal,5,Corner Cafe,13.66,485,0.121,1.66
2022-08-15,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,392,39.432,921.52
2022-08-15,60,Original Pork Meal,5,Corner Cafe,15.69,411,0.06,0.95
2022-08-15,61,Awesome Pork with Vegetables Lunch,6,Surfs Up,18.53,848,0.058,1.07
2022-08-15,62,Sweet Vegi Soft Drink,2,Beachfront Bar,5.7,538,0.016,0.09
2022-08-15,63,Frozen Chocolate Cake,5,Corner Cafe,3.74,519,0.017,0.06
2022-08-15,64,Roast Mutton Entree,6,Surfs Up,16.09,293,0.112,1.8
2022-08-15,65,Lamb with Bread and Vegetables Meal,4,Fou Cher,20.02,724,0.016,0.33
2022-08-15,66,Cherry Cake,4,Fou Cher,6.31,586,0.016,0.1
2022-08-15,67,Sweet Lamb Cake,1,Bob's Diner,7.0,558,4.378,30.64
2022-08-15,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,652,0.896,7.79
2022-08-15,69,Awesome Hamburger with Fries,5,Corner Cafe,26.04,673,0.064,1.66
2022-08-15,70,Pork with Bread Lunch,5,Corner Cafe,16.28,545,0.027,0.43
2022-08-15,71,Frozen Milky Smoothy,5,Corner Cafe,3.98,211,0.145,0.58
2022-08-15,72,Original Milky Cake,4,Fou Cher,6.53,602,0.016,0.1
2022-08-15,73,Milky Cake,1,Bob's Diner,5.16,596,5.439,28.06
2022-08-15,74,Super Sweet Cocktail,4,Fou Cher,4.11,619,0.016,0.07
2022-08-15,75,Blue Ribbon Milky Smoothy,4,Fou Cher,5.6,459,0.021,0.12
2022-08-15,76,Amazing pork lunch,1,Bob's Diner,17.93,679,52.507,941.44
2022-08-15,77,Blue Ribbon Frozen Milky Cake,3,Sweet Shack,7.7,636,0.015,0.12
2022-08-15,78,Original Gin Cocktail,2,Beachfront Bar,2.99,279,0.016,0.05
2022-08-15,79,Fruity Frozen Slushy,4,Fou Cher,3.75,137,0.069,0.26
2022-08-15,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,881,0.361,19.46
2022-08-15,81,Fantastic Milky Smoothy,3,Sweet Shack,5.11,383,0.018,0.09
2022-08-15,82,Martini,4,Fou Cher,5.45,556,0.016,0.09
2022-08-15,83,Original Fruity Carrot Cake,5,Corner Cafe,8.55,600,0.017,0.14
2022-08-15,84,BBQ Pork Steak,5,Corner Cafe,19.77,855,0.017,0.33
2022-08-15,85,Vegetarian Plate with Bread entree,4,Fou Cher,4.02,271,0.016,0.07
2022-08-15,86,Original Milky Cake,3,Sweet Shack,6.5,595,0.015,0.1
2022-08-15,87,Milky Cake,5,Corner Cafe,7.22,627,0.017,0.12
2022-08-15,88,Oysters Rockefeller,6,Surfs Up,16.06,204,0.159,2.55
2022-08-15,89,Awesome Soft Drink,6,Surfs Up,3.06,248,0.428,1.31
2022-08-15,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,838,1.067,8.23
2022-08-15,91,Halibut with Bread Dinner,5,Corner Cafe,15.46,468,0.038,0.59
2022-08-15,92,Margarita,4,Fou Cher,3.23,418,0.022,0.07
2022-08-15,93,Lamb with Bread Entree,5,Corner Cafe,12.44,585,0.244,3.04
2022-08-15,94,Fruity Milky Smoothy,6,Surfs Up,5.71,331,0.062,0.36
2022-08-15,95,Blue Ribbon Pork Chop with Rolls Dinner,4,Fou Cher,19.04,958,0.017,0.33
2022-08-15,96,Blue Ribbon Fish with Bread Lunch,5,Corner Cafe,21.93,708,0.017,0.37
2022-08-15,97,Original Fruity Cod with Bread and Vegetables Entree,4,Fou Cher,28.65,744,0.085,2.43
2022-08-15,98,Original Sweet Milky Soft Drink,2,Beachfront Bar,5.0,579,0.015,0.08
2022-08-15,99,Frozen Tomato Soft Drink,4,Fou Cher,5.32,423,0.017,0.09
2022-08-15,100,Awesome Vodka Cocktail,2,Beachfront Bar,2.48,223,0.016,0.04
2022-08-16,1,Chocolate Cake,4,Fou Cher,6.71,554,0.016,0.11
2022-08-16,2,Breaded Fish with Vegetables Meal,4,Fou Cher,15.09,772,0.016,0.24
2022-08-16,3,Sweet Fruity Cake,1,Bob's Diner,29.22,931,2.441,71.32
2022-08-16,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,763,29.793,787.12
2022-08-16,5,Milk Cake,5,Corner Cafe,6.07,583,0.017,0.1
2022-08-16,6,Fruity Frozen Cocktail,4,Fou Cher,5.61,537,0.016,0.09
2022-08-16,7,Fruity Milky Cake,4,Fou Cher,8.1,605,0.016,0.13
2022-08-16,8,Amazing Trout with Vegetables Dinner,6,Surfs Up,24.98,258,0.051,1.27
2022-08-16,9,Orange Juice,1,Bob's Diner,3.91,135,76.893,300.65
2022-08-16,10,Mutton with Roles and Vegetables Plate,5,Corner Cafe,21.13,820,0.017,0.35
2022-08-16,11,Fantastic Sweet Fish Cake,4,Fou Cher,19.48,787,0.08,1.56
2022-08-16,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,478,3.532,17.2
2022-08-16,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,490,33.324,139.29
2022-08-16,14,Amazing Cocktail,6,Surfs Up,3.9,472,0.088,0.34
2022-08-16,15,Original Lamb with Vegetables Meal,5,Corner Cafe,18.78,380,0.017,0.33
2022-08-16,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,284,0.0,0.0
2022-08-16,17,Awesome Vegetable with Bread Meal,4,Fou Cher,6.21,581,0.016,0.1
2022-08-16,18,Mutton Lunch Plate,1,Bob's Diner,18.82,566,1.016,19.12
2022-08-16,19,Strawberry Smoothy,1,Bob's Diner,2.89,145,233.174,673.87
2022-08-16,20,Fruity Milky Soft Drink,5,Corner Cafe,7.95,645,0.017,0.13
2022-08-16,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,269,10.5,243.91
2022-08-16,22,Lamb with Bread Dinner,4,Fou Cher,19.05,557,0.016,0.31
2022-08-16,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,671,0.466,5.06
2022-08-16,24,Amazing Sweet Fruity Vegetable Cake,1,Bob's Diner,7.91,588,0.736,5.82
2022-08-16,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,587,0.913,5.69
2022-08-16,26,Blue Ribbon Lamb with Rolls Lunch,5,Corner Cafe,7.55,611,0.12,0.9
2022-08-16,27,Steak Meal,6,Surfs Up,26.21,607,0.108,2.84
2022-08-16,28,Fish with Dread and Vegetables Dinner,4,Fou Cher,15.23,534,0.016,0.25
2022-08-16,29,Original Crazy Cocktail,2,Beachfront Bar,2.43,228,0.069,0.17
2022-08-16,30,Fantastic Cake,3,Sweet Shack,5.08,525,0.015,0.08
2022-08-16,31,Amazing Frozen Milky Cake,1,Bob's Diner,5.62,623,0.784,4.41
2022-08-16,32,Milky vegi Smoothy,3,Sweet Shack,3.86,150,0.023,0.09
2022-08-16,33,Original Breaded Pork with Vegetables Dinner,6,Surfs Up,20.8,1023,0.034,0.72
2022-08-16,34,Sweet Savory Cake,4,Fou Cher,27.47,721,0.016,0.45
2022-08-16,35,Blue Ribbon Cocktail,6,Surfs Up,4.36,456,0.039,0.17
2022-08-16,36,Fantastic Fish with Vegetables Entree,5,Corner Cafe,21.14,232,0.019,0.41
2022-08-16,37,Awesome Milky Cake,1,Bob's Diner,7.36,636,0.576,4.24
2022-08-16,38,Mutton Dinner,1,Bob's Diner,10.8,542,106.286,1147.89
2022-08-16,39,Awesome Fruity Lamb with Vegetables Dinner,5,Corner Cafe,19.03,361,0.017,0.32
2022-08-16,40,Fantastic Fruity Salmon with Bread meal,4,Fou Cher,22.67,815,0.016,0.37
2022-08-16,41,Milky Cake,4,Fou Cher,6.01,624,0.016,0.1
2022-08-16,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,318,1.074,3.13
2022-08-16,43,Anglefood Cake,5,Corner Cafe,7.13,550,0.017,0.12
2022-08-16,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,374,0.867,4.77
2022-08-16,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,227,2.241,52.52
2022-08-16,46,Blue Ribbon Milky Cake,3,Sweet Shack,6.89,612,0.022,0.15
2022-08-16,47,Amazing Vegetable and Bread Dinner,4,Fou Cher,8.01,720,0.016,0.13
2022-08-16,48,Original Breaded Lamb Dinner,4,Fou Cher,11.82,740,0.016,0.19
2022-08-16,49,Awesome Smoothy,3,Sweet Shack,1.39,78,1.767,2.46
2022-08-16,50,Pike Lunch,5,Corner Cafe,26.37,653,0.027,0.71
2022-08-16,51,Amazing Lamb Dinner,4,Fou Cher,17.55,591,0.019,0.33
2022-08-16,52,Original Sweet Milky Soft Drink,3,Sweet Shack,5.68,535,0.02,0.12
2022-08-16,53,Amazing Sweet Breaded Carrot Cake,5,Corner Cafe,7.87,836,0.017,0.13
2022-08-16,54,Original Vegetable with Bread Meal,5,Corner Cafe,6.51,626,0.017,0.11
2022-08-16,55,Frozen Milky Cake,5,Corner Cafe,6.63,607,0.017,0.11
2022-08-16,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,613,20.564,591.22
2022-08-16,57,Carrot Cake,4,Fou Cher,3.93,510,0.016,0.06
2022-08-16,58,Lamb with Vegetables Meal,5,Corner Cafe,13.66,485,0.134,1.83
2022-08-16,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,392,39.373,920.15
2022-08-16,60,Original Pork Meal,5,Corner Cafe,15.69,411,0.062,0.97
2022-08-16,61,Awesome Pork with Vegetables Lunch,6,Surfs Up,18.53,848,0.053,0.98
2022-08-16,62,Sweet Vegi Soft Drink,2,Beachfront Bar,5.7,538,0.016,0.09
2022-08-16,63,Frozen Chocolate Cake,5,Corner Cafe,3.74,519,0.017,0.06
2022-08-16,64,Roast Mutton Entree,6,Surfs Up,16.09,293,0.088,1.42
2022-08-16,65,Lamb with Bread and Vegetables Meal,4,Fou Cher,20.02,724,0.016,0.33
2022-08-16,66,Cherry Cake,4,Fou Cher,6.31,586,0.016,0.1
2022-08-16,67,Sweet Lamb Cake,1,Bob's Diner,7.0,558,4.84,33.88
2022-08-16,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,652,0.896,7.79
2022-08-16,69,Awesome Hamburger with Fries,5,Corner Cafe,26.04,673,0.064,1.66
2022-08-16,70,Pork with Bread Lunch,5,Corner Cafe,16.28,545,0.026,0.42
2022-08-16,71,Frozen Milky Smoothy,5,Corner Cafe,3.98,211,0.145,0.58
2022-08-16,72,Original Milky Cake,4,Fou Cher,6.53,602,0.016,0.1
2022-08-16,73,Milky Cake,1,Bob's Diner,5.16,596,5.439,28.06
2022-08-16,74,Super Sweet Cocktail,4,Fou Cher,4.11,619,0.016,0.07
2022-08-16,75,Blue Ribbon Milky Smoothy,4,Fou Cher,5.6,459,0.018,0.1
2022-08-16,76,Amazing pork lunch,1,Bob's Diner,17.93,679,56.204,1007.73
2022-08-16,77,Blue Ribbon Frozen Milky Cake,3,Sweet Shack,7.7,636,0.019,0.15
2022-08-16,78,Original Gin Cocktail,2,Beachfront Bar,2.99,279,0.016,0.05
2022-08-16,79,Fruity Frozen Slushy,4,Fou Cher,3.75,137,0.074,0.28
2022-08-16,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,881,0.246,13.28
2022-08-16,81,Fantastic Milky Smoothy,3,Sweet Shack,5.11,383,0.015,0.08
2022-08-16,82,Martini,4,Fou Cher,5.45,556,0.016,0.09
2022-08-16,83,Original Fruity Carrot Cake,5,Corner Cafe,8.55,600,0.017,0.14
2022-08-16,84,BBQ Pork Steak,5,Corner Cafe,19.77,855,0.017,0.33
2022-08-16,85,Vegetarian Plate with Bread entree,4,Fou Cher,4.02,271,0.016,0.07
2022-08-16,86,Original Milky Cake,3,Sweet Shack,6.5,595,0.02,0.13
2022-08-16,87,Milky Cake,5,Corner Cafe,7.22,627,0.017,0.12
2022-08-16,88,Oysters Rockefeller,6,Surfs Up,16.06,204,0.144,2.32
2022-08-16,89,Awesome Soft Drink,6,Surfs Up,3.06,248,0.407,1.24
2022-08-16,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,838,1.067,8.23
2022-08-16,91,Halibut with Bread Dinner,5,Corner Cafe,15.46,468,0.038,0.59
2022-08-16,92,Margarita,4,Fou Cher,3.23,418,0.022,0.07
2022-08-16,93,Lamb with Bread Entree,5,Corner Cafe,12.44,585,0.251,3.12
2022-08-16,94,Fruity Milky Smoothy,6,Surfs Up,5.71,331,0.055,0.31
2022-08-16,95,Blue Ribbon Pork Chop with Rolls Dinner,4,Fou Cher,19.04,958,0.017,0.32
2022-08-16,96,Blue Ribbon Fish with Bread Lunch,5,Corner Cafe,21.93,708,0.017,0.37
2022-08-16,97,Original Fruity Cod with Bread and Vegetables Entree,4,Fou Cher,28.65,744,0.147,4.2
2022-08-16,98,Original Sweet Milky Soft Drink,2,Beachfront Bar,5.0,579,0.015,0.08
2022-08-16,99,Frozen Tomato Soft Drink,4,Fou Cher,5.32,423,0.017,0.09
2022-08-16,100,Awesome Vodka Cocktail,2,Beachfront Bar,2.48,223,0.016,0.04
2022-08-17,1,Chocolate Cake,4,Fou Cher,6.71,554,0.016,0.11
2022-08-17,2,Breaded Fish with Vegetables Meal,4,Fou Cher,15.09,772,0.016,0.24
2022-08-17,3,Sweet Fruity Cake,1,Bob's Diner,29.22,931,2.816,82.27
2022-08-17,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,763,29.978,792.02
2022-08-17,5,Milk Cake,5,Corner Cafe,6.07,583,0.017,0.1
2022-08-17,6,Fruity Frozen Cocktail,4,Fou Cher,5.61,537,0.016,0.09
2022-08-17,7,Fruity Milky Cake,4,Fou Cher,8.1,605,0.016,0.13
2022-08-17,8,Amazing Trout with Vegetables Dinner,6,Surfs Up,24.98,258,0.036,0.9
2022-08-17,9,Orange Juice,1,Bob's Diner,3.91,135,82.193,321.38
2022-08-17,10,Mutton with Roles and Vegetables Plate,5,Corner Cafe,21.13,820,0.017,0.35
2022-08-17,11,Fantastic Sweet Fish Cake,4,Fou Cher,19.48,787,0.099,1.93
2022-08-17,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,478,3.7,18.02
2022-08-17,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,490,36.748,153.61
2022-08-17,14,Amazing Cocktail,6,Surfs Up,3.9,472,0.066,0.26
2022-08-17,15,Original Lamb with Vegetables Meal,5,Corner Cafe,18.78,380,0.017,0.33
2022-08-17,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,284,0.0,0.0
2022-08-17,17,Awesome Vegetable with Bread Meal,4,Fou Cher,6.21,581,0.016,0.1
2022-08-17,18,Mutton Lunch Plate,1,Bob's Diner,18.82,566,1.057,19.89
2022-08-17,19,Strawberry Smoothy,1,Bob's Diner,2.89,145,261.984,757.13
2022-08-17,20,Fruity Milky Soft Drink,5,Corner Cafe,7.95,645,0.017,0.13
2022-08-17,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,269,10.962,254.66
2022-08-17,22,Lamb with Bread Dinner,4,Fou Cher,19.05,557,0.016,0.31
2022-08-17,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,671,0.579,6.29
2022-08-17,24,Amazing Sweet Fruity Vegetable Cake,1,Bob's Diner,7.91,588,0.758,6.0
2022-08-17,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,587,0.946,5.9
2022-08-17,26,Blue Ribbon Lamb with Rolls Lunch,5,Corner Cafe,7.55,611,0.125,0.95
2022-08-17,27,Steak Meal,6,Surfs Up,26.21,607,0.13,3.41
2022-08-17,28,Fish with Dread and Vegetables Dinner,4,Fou Cher,15.23,534,0.016,0.25
2022-08-17,29,Original Crazy Cocktail,2,Beachfront Bar,2.43,228,0.058,0.14
2022-08-17,30,Fantastic Cake,3,Sweet Shack,5.08,525,0.015,0.08
2022-08-17,31,Amazing Frozen Milky Cake,1,Bob's Diner,5.62,623,0.819,4.6
2022-08-17,32,Milky vegi Smoothy,3,Sweet Shack,3.86,150,0.019,0.07
2022-08-17,33,Original Breaded Pork with Vegetables Dinner,6,Surfs Up,20.8,1023,0.033,0.7
2022-08-17,34,Sweet Savory Cake,4,Fou Cher,27.47,721,0.016,0.45
2022-08-17,35,Blue Ribbon Cocktail,6,Surfs Up,4.36,456,0.037,0.16
2022-08-17,36,Fantastic Fish with Vegetables Entree,5,Corner Cafe,21.14,232,0.019,0.41
2022-08-17,37,Awesome Milky Cake,1,Bob's Diner,7.36,636,0.596,4.38
2022-08-17,38,Mutton Dinner,1,Bob's Diner,10.8,542,120.535,1301.78
2022-08-17,39,Awesome Fruity Lamb with Vegetables Dinner,5,Corner Cafe,19.03,361,0.017,0.32
2022-08-17,40,Fantastic Fruity Salmon with Bread meal,4,Fou Cher,22.67,815,0.016,0.37
2022-08-17,41,Milky Cake,4,Fou Cher,6.01,624,0.016,0.1
2022-08-17,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,318,0.924,2.69
2022-08-17,43,Anglefood Cake,5,Corner Cafe,7.13,550,0.017,0.12
2022-08-17,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,374,0.891,4.9
2022-08-17,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,227,2.87,67.25
2022-08-17,46,Blue Ribbon Milky Cake,3,Sweet Shack,6.89,612,0.044,0.3
2022-08-17,47,Amazing Vegetable and Bread Dinner,4,Fou Cher,8.01,720,0.016,0.13
2022-08-17,48,Original Breaded Lamb Dinner,4,Fou Cher,11.82,740,0.018,0.21
2022-08-17,49,Awesome Smoothy,3,Sweet Shack,1.39,78,1.645,2.29
2022-08-17,50,Pike Lunch,5,Corner Cafe,26.37,653,0.027,0.71
2022-08-17,51,Amazing Lamb Dinner,4,Fou Cher,17.55,591,0.019,0.34
2022-08-17,52,Original Sweet Milky Soft Drink,3,Sweet Shack,5.68,535,0.023,0.13
2022-08-17,53,Amazing Sweet Breaded Carrot Cake,5,Corner Cafe,7.87,836,0.017,0.13
2022-08-17,54,Original Vegetable with Bread Meal,5,Corner Cafe,6.51,626,0.017,0.11
2022-08-17,55,Frozen Milky Cake,5,Corner Cafe,6.63,607,0.017,0.11
2022-08-17,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,613,23.733,682.34
2022-08-17,57,Carrot Cake,4,Fou Cher,3.93,510,0.016,0.06
2022-08-17,58,Lamb with Vegetables Meal,5,Corner Cafe,13.66,485,0.072,0.99
2022-08-17,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,392,50.183,1172.77
2022-08-17,60,Original Pork Meal,5,Corner Cafe,15.69,411,0.068,1.06
2022-08-17,61,Awesome Pork with Vegetables Lunch,6,Surfs Up,18.53,848,0.051,0.94
2022-08-17,62,Sweet Vegi Soft Drink,2,Beachfront Bar,5.7,538,0.016,0.09
2022-08-17,63,Frozen Chocolate Cake,5,Corner Cafe,3.74,519,0.017,0.06
2022-08-17,64,Roast Mutton Entree,6,Surfs Up,16.09,293,0.11,1.77
2022-08-17,65,Lamb with Bread and Vegetables Meal,4,Fou Cher,20.02,724,0.016,0.33
2022-08-17,66,Cherry Cake,4,Fou Cher,6.31,586,0.016,0.1
2022-08-17,67,Sweet Lamb Cake,1,Bob's Diner,7.0,558,5.944,41.6
2022-08-17,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,652,0.929,8.08
2022-08-17,69,Awesome Hamburger with Fries,5,Corner Cafe,26.04,673,0.07,1.83
2022-08-17,70,Pork with Bread Lunch,5,Corner Cafe,16.28,545,0.026,0.42
2022-08-17,71,Frozen Milky Smoothy,5,Corner Cafe,3.98,211,0.175,0.7
2022-08-17,72,Original Milky Cake,4,Fou Cher,6.53,602,0.016,0.1
2022-08-17,73,Milky Cake,1,Bob's Diner,5.16,596,7.08,36.53
2022-08-17,74,Super Sweet Cocktail,4,Fou Cher,4.11,619,0.016,0.07
2022-08-17,75,Blue Ribbon Milky Smoothy,4,Fou Cher,5.6,459,0.019,0.1
2022-08-17,76,Amazing pork lunch,1,Bob's Diner,17.93,679,69.837,1252.17
2022-08-17,77,Blue Ribbon Frozen Milky Cake,3,Sweet Shack,7.7,636,0.023,0.17
2022-08-17,78,Original Gin Cocktail,2,Beachfront Bar,2.99,279,0.016,0.05
2022-08-17,79,Fruity Frozen Slushy,4,Fou Cher,3.75,137,0.072,0.27
2022-08-17,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,881,0.197,10.65
2022-08-17,81,Fantastic Milky Smoothy,3,Sweet Shack,5.11,383,0.015,0.08
2022-08-17,82,Martini,4,Fou Cher,5.45,556,0.016,0.09
2022-08-17,83,Original Fruity Carrot Cake,5,Corner Cafe,8.55,600,0.017,0.14
2022-08-17,84,BBQ Pork Steak,5,Corner Cafe,19.77,855,0.017,0.33
2022-08-17,85,Vegetarian Plate with Bread entree,4,Fou Cher,4.02,271,0.016,0.07
2022-08-17,86,Original Milky Cake,3,Sweet Shack,6.5,595,0.023,0.15
2022-08-17,87,Milky Cake,5,Corner Cafe,7.22,627,0.017,0.12
